>SAMEA6262319.contig00014 len=105750
>SAMN34211740.contig00016 len=125023
>SAMN34211740.contig00028 len=93281
>SAMN34211740.contig00029 len=91403
>SAMN34211740.contig00030 len=91310
>SAMN34211740.contig00038 len=67362
>SAMN34211740.contig00047 len=46809
>SAMN34211740.contig00054 len=35424
>SAMN34211740.contig00055 len=31714
>SAMN34211740.contig00057 len=28981
>SAMN34211740.contig00059 len=26997
>SAMN34211740.contig00065 len=20102
>SAMN34211740.contig00068 len=19293
>SAMN34211740.contig00069 len=17549
>SAMN34211740.contig00070 len=17352
>SAMN34211740.contig00072 len=16553
>SAMN34211740.contig00075 len=12599
>SAMN34211740.contig00076 len=12563
>SAMN34211740.contig00079 len=10596
>SAMN34211740.contig00082 len=8480
>SAMN34211740.contig00084 len=7197
>SAMN34211740.contig00085 len=6762
>SAMN34211740.contig00087 len=5985
>SAMN34211740.contig00088 len=5750
>SAMN34211740.contig00089 len=5636
>SAMN34211740.contig00096 len=4429
>SAMN34211740.contig00104 len=3503
>SAMN34211740.contig00110 len=2841
>SAMN34211740.contig00112 len=2607
>SAMN34211740.contig00113 len=2516
>SAMN34211740.contig00118 len=1820
>SAMN34211740.contig00119 len=1758
>SAMN34218558.contig00007 len=348067
>SAMN34218558.contig00012 len=169232
>SAMN34218558.contig00019 len=69979
>SAMN34218558.contig00021 len=46094
>SAMN34218558.contig00022 len=32059
>SAMN34218558.contig00023 len=16114
>SAMN34218558.contig00024 len=7898
>SAMN34218558.contig00026 len=5978
>SAMN34218558.contig00027 len=4523
>SAMN34218558.contig00028 len=2988
>SAMN34218559.contig00006 len=345522
>SAMN34218559.contig00014 len=169232
>SAMN34218559.contig00021 len=69978
>SAMN34218559.contig00024 len=48458
>SAMN34218559.contig00026 len=32059
>SAMN34218559.contig00027 len=16114
>SAMN34218559.contig00030 len=5749
>SAMN34218559.contig00033 len=4450
>SAMN34218559.contig00034 len=2988
>SAMN34235388.contig00007 len=306544
>SAMN34235388.contig00011 len=225692
>SAMN34235388.contig00013 len=174253
>SAMN34235388.contig00030 len=28135
>SAMN34235388.contig00031 len=25546
>SAMN34235388.contig00034 len=6940
>SAMN34235388.contig00036 len=5106
>SAMN34235388.contig00037 len=2668
>SAMN34239446.contig00006 len=231540
>SAMN34239446.contig00025 len=86192
>SAMN34239446.contig00026 len=83413
>SAMN34239446.contig00034 len=62419
>SAMN34239446.contig00037 len=60503
>SAMN34239446.contig00042 len=50189
>SAMN34239446.contig00043 len=48789
>SAMN34239446.contig00045 len=45666
>SAMN34239446.contig00055 len=34107
>SAMN34239446.contig00057 len=32938
>SAMN34239446.contig00060 len=29508
>SAMN34239446.contig00062 len=26945
>SAMN34239446.contig00068 len=21089
>SAMN34239446.contig00072 len=17857
>SAMN34239446.contig00075 len=16572
>SAMN34239446.contig00076 len=16548
>SAMN34239446.contig00079 len=14091
>SAMN34239446.contig00080 len=13681
>SAMN34239446.contig00084 len=12797
>SAMN34239446.contig00085 len=12782
>SAMN34239446.contig00086 len=12547
>SAMN34239446.contig00087 len=11757
>SAMN34239446.contig00088 len=11665
>SAMN34239446.contig00090 len=10510
>SAMN34239446.contig00092 len=10075
>SAMN34239446.contig00093 len=9574
>SAMN34239446.contig00101 len=6206
>SAMN34239446.contig00102 len=5986
>SAMN34239446.contig00108 len=5023
>SAMN34239446.contig00109 len=4733
>SAMN34239446.contig00114 len=4134
>SAMN34239446.contig00116 len=4076
>SAMN34239446.contig00117 len=4006
>SAMN34239446.contig00118 len=3988
>SAMN34239446.contig00121 len=3512
>SAMN34239446.contig00131 len=2419
>SAMN34239446.contig00139 len=1723
>SAMN34239447.contig00007 len=237394
>SAMN34239447.contig00017 len=144197
>SAMN34239447.contig00021 len=113822
>SAMN34239447.contig00027 len=85971
>SAMN34239447.contig00038 len=62140
>SAMN34239447.contig00039 len=61692
>SAMN34239447.contig00041 len=60503
>SAMN34239447.contig00055 len=32991
>SAMN34239447.contig00056 len=27646
>SAMN34239447.contig00057 len=27624
>SAMN34239447.contig00058 len=27134
>SAMN34239447.contig00063 len=21089
>SAMN34239447.contig00068 len=16572
>SAMN34239447.contig00071 len=13681
>SAMN34239447.contig00074 len=12797
>SAMN34239447.contig00075 len=12782
>SAMN34239447.contig00076 len=12547
>SAMN34239447.contig00077 len=11900
>SAMN34239447.contig00078 len=11757
>SAMN34239447.contig00081 len=10081
>SAMN34239447.contig00083 len=9574
>SAMN34239447.contig00089 len=6206
>SAMN34239447.contig00094 len=5135
>SAMN34239447.contig00097 len=4499
>SAMN34239447.contig00100 len=4134
>SAMN34239447.contig00102 len=4076
>SAMN34239447.contig00103 len=4006
>SAMN34239447.contig00104 len=3988
>SAMN34239447.contig00106 len=3641
>SAMN34239447.contig00117 len=2419
>SAMN34239447.contig00124 len=1723
>SAMN34251282.contig00008 len=308474
>SAMN34251282.contig00009 len=273166
>SAMN34251282.contig00011 len=245439
>SAMN34251282.contig00016 len=159887
>SAMN34251282.contig00029 len=15549
>SAMN34251282.contig00034 len=3310
>SAMN34251282.contig00035 len=3152
>SAMN34251282.contig00036 len=2745
>SAMN34263147.contig00007 len=459752
>SAMN34263147.contig00010 len=207587
>SAMN34263147.contig00015 len=53640
>SAMN34263147.contig00019 len=33475
>SAMN34263147.contig00021 len=9720
>SAMN34263168.contig00010 len=188362
>SAMN34263168.contig00011 len=180262
>SAMN34263168.contig00018 len=135934
>SAMN34263168.contig00026 len=110265
>SAMN34263168.contig00028 len=106547
>SAMN34263168.contig00034 len=69703
>SAMN34263168.contig00037 len=64719
>SAMN34263168.contig00044 len=44246
>SAMN34263168.contig00054 len=30140
>SAMN34263168.contig00056 len=22091
>SAMN34263168.contig00065 len=13004
>SAMN34263168.contig00068 len=10223
>SAMN34263168.contig00069 len=9614
>SAMN34263168.contig00070 len=8883
>SAMN34263168.contig00072 len=8153
>SAMN34263168.contig00074 len=7122
>SAMN34263168.contig00075 len=6968
>SAMN34263168.contig00077 len=6250
>SAMN34263168.contig00079 len=3862
>SAMN34263168.contig00080 len=3809
>SAMN34263168.contig00081 len=3758
>SAMN34263168.contig00082 len=3416
>SAMN34263168.contig00083 len=3204
>SAMN34263168.contig00086 len=3101
>SAMN34263168.contig00087 len=2692
>SAMN34263173.contig00012 len=182167
>SAMN34263173.contig00014 len=179528
>SAMN34263173.contig00016 len=169192
>SAMN34263173.contig00018 len=160917
>SAMN34263173.contig00028 len=93294
>SAMN34263173.contig00034 len=70276
>SAMN34263173.contig00035 len=69939
>SAMN34263173.contig00038 len=45712
>SAMN34263173.contig00042 len=32020
>SAMN34263173.contig00044 len=26690
>SAMN34263173.contig00047 len=16074
>SAMN34263173.contig00050 len=7858
>SAMN34263173.contig00053 len=4410
>SAMN34263173.contig00054 len=4316
>SAMN34263173.contig00056 len=2948
>SAMN34352521.contig00008 len=205017
>SAMN34352521.contig00015 len=135610
>SAMN34352521.contig00022 len=93895
>SAMN34352521.contig00026 len=84628
>SAMN34352521.contig00038 len=67432
>SAMN34352521.contig00040 len=61676
>SAMN34352521.contig00052 len=46020
>SAMN34352521.contig00057 len=37249
>SAMN34352521.contig00062 len=31298
>SAMN34352521.contig00066 len=26873
>SAMN34352521.contig00068 len=26085
>SAMN34352521.contig00069 len=26017
>SAMN34352521.contig00077 len=19484
>SAMN34352521.contig00085 len=14805
>SAMN34352521.contig00090 len=12217
>SAMN34352521.contig00091 len=12178
>SAMN34352521.contig00092 len=11893
>SAMN34352521.contig00093 len=11510
>SAMN34352521.contig00096 len=10887
>SAMN34352521.contig00101 len=8946
>SAMN34352521.contig00103 len=8555
>SAMN34352521.contig00104 len=7987
>SAMN34352521.contig00105 len=7612
>SAMN34352521.contig00108 len=6736
>SAMN34352521.contig00112 len=5836
>SAMN34352521.contig00117 len=4816
>SAMN34352521.contig00118 len=4811
>SAMN34352521.contig00119 len=4624
>SAMN34352521.contig00121 len=4478
>SAMN34352521.contig00126 len=3834
>SAMN34352521.contig00127 len=3819
>SAMN34352521.contig00129 len=3438
>SAMN34352521.contig00135 len=2419
>SAMN34352521.contig00142 len=1659
>SAMN34352521.contig00145 len=1590
>SAMN34352521.contig00180 len=510
>SAMN34352521.contig00204 len=339
>SAMN34367217.contig00006 len=355056
>SAMN34367217.contig00007 len=323513
>SAMN34367217.contig00008 len=317883
>SAMN34367217.contig00011 len=268613
>SAMN34367217.contig00017 len=150588
>SAMN34367217.contig00018 len=149714
>SAMN34367217.contig00019 len=139817
>SAMN34367217.contig00020 len=131103
>SAMN34367217.contig00029 len=15084
>SAMN34367217.contig00030 len=13459
>SAMN34367217.contig00031 len=12715
>SAMN34367217.contig00034 len=6231
>SAMN34367217.contig00035 len=5753
>SAMN34367217.contig00036 len=5528
>SAMN34367217.contig00038 len=5229
>SAMN34367217.contig00041 len=4030
>SAMN34367217.contig00042 len=4016
>SAMN34367217.contig00043 len=3816
>SAMN34367217.contig00046 len=3531
>SAMN34367217.contig00047 len=3206
>SAMN34367217.contig00049 len=2688
>SAMN34367217.contig00051 len=2284
>SAMN34367217.contig00055 len=1815
>SAMN34367217.contig00060 len=1404
>SAMN34367217.contig00061 len=1402
>SAMN34367217.contig00065 len=1304
>SAMN34367217.contig00087 len=573
>SAMN34367217.contig00098 len=436
>SAMN34367217.contig00100 len=424
>SAMN34367217.contig00103 len=369
>SAMN34367217.contig00104 len=367
>SAMN34367217.contig00108 len=356
>SAMN34367217.contig00115 len=279
>SAMN34367217.contig00121 len=261
>SAMN34367217.contig00129 len=255
>SAMN34367226.contig00004 len=382800
>SAMN34367226.contig00006 len=312073
>SAMN34367226.contig00012 len=226716
>SAMN34367226.contig00017 len=146066
>SAMN34367226.contig00018 len=145891
>SAMN34367226.contig00019 len=135815
>SAMN34367226.contig00026 len=65512
>SAMN34367226.contig00040 len=12292
>SAMN34367226.contig00043 len=8157
>SAMN34367226.contig00044 len=6130
>SAMN34367226.contig00045 len=6104
>SAMN34367226.contig00049 len=3744
>SAMN34394048.contig00011 len=251666
>SAMN34394048.contig00014 len=210118
>SAMN34394050.contig00004 len=169893
>SAMN34394050.contig00033 len=62591
>SAMN34394050.contig00041 len=52756
>SAMN34394050.contig00049 len=45754
>SAMN34394050.contig00050 len=43622
>SAMN34394050.contig00079 len=24500
>SAMN34394050.contig00082 len=23543
>SAMN34394050.contig00083 len=23217
>SAMN34394050.contig00089 len=20212
>SAMN34394050.contig00093 len=18115
>SAMN34394050.contig00096 len=16223
>SAMN34394050.contig00097 len=16143
>SAMN34394050.contig00102 len=13547
>SAMN34394050.contig00104 len=12692
>SAMN34394050.contig00118 len=7628
>SAMN34394050.contig00126 len=6541
>SAMN34394050.contig00144 len=4725
>SAMN34394050.contig00149 len=4358
>SAMN34394050.contig00152 len=4227
>SAMN34394050.contig00154 len=4182
>SAMN34394050.contig00164 len=3762
>SAMN34394050.contig00169 len=3511
>SAMN34394051.contig00007 len=217361
>SAMN34394051.contig00008 len=158615
>SAMN34394051.contig00009 len=101679
>SAMN34394051.contig00016 len=46195
>SAMN34394051.contig00017 len=18679
>SAMN34394052.contig00002 len=306470
>SAMN34394052.contig00007 len=158845
>SAMN34394052.contig00009 len=150929
>SAMN34394052.contig00035 len=66545
>SAMN34394052.contig00056 len=43730
>SAMN34394052.contig00063 len=31128
>SAMN34394052.contig00068 len=28105
>SAMN34394052.contig00080 len=12932
>SAMN34403809.contig00004 len=541344
>SAMN34403809.contig00009 len=222279
>SAMN34403809.contig00015 len=180996
>SAMN34403809.contig00019 len=100535
>SAMN34403809.contig00023 len=63152
>SAMN34403816.contig00004 len=306250
>SAMN34403816.contig00005 len=289535
>SAMN34403816.contig00006 len=280318
>SAMN34403816.contig00013 len=153137
>SAMN34403816.contig00025 len=88840
>SAMN34403816.contig00036 len=67463
>SAMN34403816.contig00042 len=52258
>SAMN34403816.contig00051 len=40314
>SAMN34403816.contig00052 len=39622
>SAMN34403816.contig00055 len=31620
>SAMN34403816.contig00056 len=28740
>SAMN34403816.contig00057 len=28663
>SAMN34403816.contig00060 len=27177
>SAMN34403816.contig00066 len=18082
>SAMN34403816.contig00072 len=12812
>SAMN34403816.contig00074 len=11575
>SAMN34403816.contig00075 len=9812
>SAMN34403816.contig00076 len=9702
>SAMN34403816.contig00077 len=9257
>SAMN34403816.contig00078 len=8697
>SAMN34403816.contig00079 len=8666
>SAMN34403816.contig00083 len=7918
>SAMN34403816.contig00085 len=6895
>SAMN34403816.contig00089 len=5001
>SAMN34403816.contig00092 len=4349
>SAMN34403816.contig00095 len=4060
>SAMN34403816.contig00102 len=2968
>SAMN34403816.contig00103 len=2854
>SAMN34403816.contig00104 len=2787
>SAMN34403816.contig00106 len=2524
>SAMN34403845.contig00003 len=474749
>SAMN34403845.contig00006 len=340289
>SAMN34403845.contig00012 len=229376
>SAMN34403845.contig00013 len=225551
>SAMN34403845.contig00030 len=64524
>SAMN34403845.contig00038 len=46737
>SAMN34403845.contig00044 len=32758
>SAMN34403845.contig00047 len=18679
>SAMN34403845.contig00048 len=17201
>SAMN34403845.contig00049 len=15054
>SAMN34403845.contig00050 len=13271
>SAMN34403845.contig00051 len=13055
>SAMN34403845.contig00052 len=12368
>SAMN34403845.contig00054 len=11674
>SAMN34403845.contig00056 len=11167
>SAMN34403845.contig00057 len=10701
>SAMN34403845.contig00060 len=8179
>SAMN34403845.contig00061 len=8153
>SAMN34403845.contig00064 len=5000
>SAMN34403845.contig00066 len=3878
>SAMN34403845.contig00069 len=3457
>SAMN34403845.contig00070 len=3293
>SAMN34403845.contig00073 len=2679
>SAMN34535387.contig00014 len=140306
>SAMN34535387.contig00015 len=139214
>SAMN34535387.contig00026 len=70836
>SAMN34535387.contig00033 len=45635
>SAMN34535387.contig00039 len=33702
>SAMN34535387.contig00041 len=26945
>SAMN34535387.contig00042 len=22008
>SAMN34535387.contig00045 len=17784
>SAMN34535387.contig00046 len=17603
>SAMN34535387.contig00048 len=13405
>SAMN34535387.contig00049 len=13312
>SAMN34535387.contig00053 len=9446
>SAMN34535387.contig00054 len=9442
>SAMN34535387.contig00055 len=8948
>SAMN34535387.contig00058 len=6254
>SAMN34535387.contig00061 len=4829
>SAMN34535387.contig00063 len=3707
>SAMN34535387.contig00064 len=3636
>SAMN34535387.contig00065 len=3452
>SAMN34535387.contig00068 len=3307
>SAMN34535387.contig00069 len=3268
>SAMN34535387.contig00070 len=3261
>SAMN34535387.contig00071 len=3218
>SAMN34535387.contig00082 len=2048
>SAMN34535387.contig00088 len=1327
>SAMN34535387.contig00092 len=1194
>SAMN34535387.contig00093 len=1193
>SAMN34535387.contig00107 len=733
>SAMN34535387.contig00134 len=511
>SAMN34535783.contig00005 len=263169
>SAMN34535783.contig00014 len=190845
>SAMN34535783.contig00020 len=139597
>SAMN34535783.contig00038 len=45917
>SAMN34535783.contig00045 len=18123
>SAMN34576041.contig00009 len=188894
>SAMN34576041.contig00032 len=58917
>SAMN34576041.contig00037 len=54888
>SAMN34576041.contig00043 len=45320
>SAMN34576041.contig00044 len=41274
>SAMN34576041.contig00073 len=18280
>SAMN34576041.contig00080 len=14042
>SAMN34576041.contig00085 len=10371
>SAMN34576041.contig00099 len=6363
>SAMN34576041.contig00107 len=3948
>SAMN34576042.contig00009 len=176697
>SAMN34576042.contig00015 len=116305
>SAMN34576042.contig00018 len=92066
>SAMN34576042.contig00020 len=82295
>SAMN34576042.contig00027 len=69169
>SAMN34576042.contig00055 len=40958
>SAMN34576042.contig00060 len=38106
>SAMN34576042.contig00062 len=34446
>SAMN34576042.contig00065 len=33784
>SAMN34576042.contig00066 len=33342
>SAMN34576042.contig00070 len=29213
>SAMN34576042.contig00075 len=26913
>SAMN34576042.contig00084 len=22546
>SAMN34576042.contig00091 len=20259
>SAMN34576042.contig00100 len=17977
>SAMN34576042.contig00112 len=11388
>SAMN34576042.contig00123 len=7504
>SAMN34576042.contig00149 len=3958
>SAMN34576042.contig00187 len=1298
>SAMN34576043.contig00010 len=163613
>SAMN34576043.contig00025 len=73392
>SAMN34576043.contig00038 len=54547
>SAMN34576043.contig00039 len=54430
>SAMN34576043.contig00041 len=53528
>SAMN34576043.contig00052 len=46174
>SAMN34576043.contig00056 len=40971
>SAMN34576043.contig00057 len=40828
>SAMN34576043.contig00061 len=37091
>SAMN34576043.contig00063 len=36183
>SAMN34576043.contig00073 len=32145
>SAMN34576043.contig00079 len=28171
>SAMN34576043.contig00080 len=26913
>SAMN34576043.contig00087 len=21735
>SAMN34576043.contig00088 len=20861
>SAMN34576043.contig00092 len=17975
>SAMN34576043.contig00098 len=14282
>SAMN34576043.contig00103 len=11365
>SAMN34576043.contig00105 len=10994
>SAMN34576043.contig00108 len=8519
>SAMN34576043.contig00109 len=8314
>SAMN34576043.contig00110 len=7941
>SAMN34576043.contig00114 len=6425
>SAMN34576043.contig00123 len=4544
>SAMN34576043.contig00126 len=3952
>SAMN34576044.contig00001 len=342423
>SAMN34576044.contig00015 len=151684
>SAMN34576044.contig00023 len=98205
>SAMN34576044.contig00034 len=64609
>SAMN34576044.contig00039 len=54310
>SAMN34576044.contig00041 len=53391
>SAMN34576044.contig00047 len=44700
>SAMN34576044.contig00054 len=38222
>SAMN34576044.contig00059 len=34205
>SAMN34576044.contig00062 len=28960
>SAMN34576044.contig00065 len=28419
>SAMN34576044.contig00070 len=23968
>SAMN34576044.contig00072 len=21433
>SAMN34576044.contig00078 len=17414
>SAMN34576044.contig00085 len=13286
>SAMN34576044.contig00086 len=12715
>SAMN34576044.contig00088 len=10914
>SAMN34576044.contig00097 len=8184
>SAMN34576044.contig00098 len=7866
>SAMN34576044.contig00101 len=7154
>SAMN34576044.contig00109 len=5118
>SAMN34576044.contig00110 len=4710
>SAMN34576044.contig00118 len=2891
>SAMN34576045.contig00012 len=118114
>SAMN34576045.contig00017 len=104232
>SAMN34576045.contig00033 len=66022
>SAMN34576045.contig00034 len=63082
>SAMN34576045.contig00045 len=46080
>SAMN34576045.contig00053 len=41230
>SAMN34576045.contig00070 len=28103
>SAMN34576045.contig00072 len=26647
>SAMN34576045.contig00117 len=5067
>SAMN34576046.contig00003 len=375954
>SAMN34576046.contig00010 len=200678
>SAMN34576046.contig00013 len=142242
>SAMN34576046.contig00030 len=82268
>SAMN34576046.contig00035 len=70110
>SAMN34576046.contig00036 len=69069
>SAMN34576046.contig00038 len=66351
>SAMN34576046.contig00041 len=52023
>SAMN34576046.contig00048 len=32986
>SAMN34576046.contig00051 len=27888
>SAMN34576046.contig00062 len=7960
>SAMN34576046.contig00070 len=5040
>SAMN34576047.contig00001 len=497130
>SAMN34576047.contig00014 len=151538
>SAMN34576047.contig00033 len=64397
>SAMN34576047.contig00037 len=61019
>SAMN34576047.contig00039 len=54380
>SAMN34576047.contig00046 len=45109
>SAMN34576047.contig00048 len=43308
>SAMN34576047.contig00064 len=28611
>SAMN34576047.contig00066 len=27316
>SAMN34576047.contig00069 len=25104
>SAMN34576047.contig00077 len=17374
>SAMN34576047.contig00080 len=14396
>SAMN34576047.contig00084 len=10914
>SAMN34576047.contig00087 len=9133
>SAMN34576047.contig00092 len=7874
>SAMN34576047.contig00099 len=5306
>SAMN34576047.contig00101 len=5062
>SAMN34576048.contig00009 len=158562
>SAMN34576048.contig00029 len=61397
>SAMN34576048.contig00039 len=54868
>SAMN34576048.contig00053 len=38777
>SAMN34576048.contig00054 len=37823
>SAMN34576048.contig00065 len=31848
>SAMN34576048.contig00066 len=31415
>SAMN34576048.contig00068 len=29218
>SAMN34576048.contig00070 len=28860
>SAMN34576048.contig00073 len=27251
>SAMN34576048.contig00080 len=23280
>SAMN34576048.contig00084 len=18983
>SAMN34576048.contig00089 len=17943
>SAMN34576048.contig00097 len=11454
>SAMN34576048.contig00107 len=9749
>SAMN34576048.contig00110 len=8568
>SAMN34576048.contig00114 len=8206
>SAMN34576048.contig00117 len=6436
>SAMN34576048.contig00130 len=3954
>SAMN34576048.contig00140 len=1307
>SAMN34576049.contig00011 len=205758
>SAMN34576049.contig00016 len=116138
>SAMN34576049.contig00026 len=54902
>SAMN34576049.contig00035 len=29219
>SAMN34576049.contig00037 len=26852
>SAMN34576049.contig00047 len=5073
>SAMN34576050.contig00014 len=159268
>SAMN34576050.contig00016 len=145988
>SAMN34576050.contig00024 len=103307
>SAMN34576050.contig00039 len=66184
>SAMN34576050.contig00040 len=64232
>SAMN34576050.contig00041 len=63241
>SAMN34576050.contig00042 len=61027
>SAMN34576050.contig00043 len=58094
>SAMN34576050.contig00050 len=43981
>SAMN34576050.contig00054 len=34160
>SAMN34576050.contig00055 len=28611
>SAMN34576050.contig00058 len=17373
>SAMN34576050.contig00062 len=14814
>SAMN34576050.contig00064 len=10914
>SAMN34576050.contig00069 len=8169
>SAMN34576050.contig00070 len=5994
>SAMN34576050.contig00071 len=5657
>SAMN34576050.contig00075 len=5058
>SAMN34576051.contig00017 len=138568
>SAMN34576051.contig00019 len=114371
>SAMN34576051.contig00026 len=93983
>SAMN34576051.contig00030 len=69142
>SAMN34576051.contig00033 len=56707
>SAMN34576051.contig00037 len=47654
>SAMN34576051.contig00041 len=41381
>SAMN34576051.contig00045 len=38930
>SAMN34576051.contig00046 len=37092
>SAMN34576051.contig00056 len=22034
>SAMN34576051.contig00062 len=7890
>SAMN34576051.contig00065 len=5470
>SAMN34576051.contig00069 len=5077
>SAMN34576051.contig00070 len=5031
>SAMN34576051.contig00075 len=3765
>SAMN34576052.contig00021 len=83948
>SAMN34576052.contig00025 len=74093
>SAMN34576052.contig00028 len=68739
>SAMN34576052.contig00037 len=52127
>SAMN34576052.contig00044 len=47026
>SAMN34576052.contig00049 len=35803
>SAMN34576052.contig00056 len=32659
>SAMN34576052.contig00059 len=29946
>SAMN34576052.contig00061 len=29543
>SAMN34576052.contig00073 len=20596
>SAMN34576052.contig00074 len=19879
>SAMN34576052.contig00084 len=16481
>SAMN34576052.contig00114 len=3985
>SAMN34576053.contig00008 len=193116
>SAMN34576053.contig00013 len=115669
>SAMN34576053.contig00025 len=66431
>SAMN34576053.contig00030 len=58146
>SAMN34576053.contig00043 len=50269
>SAMN34576053.contig00058 len=35096
>SAMN34576053.contig00065 len=30922
>SAMN34576053.contig00066 len=30741
>SAMN34576053.contig00078 len=21838
>SAMN34576053.contig00079 len=21351
>SAMN34576053.contig00092 len=17949
>SAMN34576053.contig00095 len=16989
>SAMN34576053.contig00096 len=16626
>SAMN34576053.contig00106 len=12506
>SAMN34576053.contig00124 len=7871
>SAMN34576053.contig00126 len=7701
>SAMN34576053.contig00162 len=2659
>SAMN34576054.contig00025 len=51416
>SAMN34576054.contig00026 len=51112
>SAMN34576054.contig00054 len=27300
>SAMN34576054.contig00060 len=26475
>SAMN34576054.contig00062 len=25752
>SAMN34576054.contig00066 len=24799
>SAMN34576054.contig00076 len=21851
>SAMN34576054.contig00095 len=18291
>SAMN34576054.contig00127 len=15590
>SAMN34576054.contig00141 len=14412
>SAMN34576054.contig00143 len=14250
>SAMN34576054.contig00145 len=14149
>SAMN34576054.contig00164 len=12371
>SAMN34576054.contig00168 len=12147
>SAMN34576054.contig00170 len=11768
>SAMN34576054.contig00190 len=9793
>SAMN34576054.contig00194 len=9448
>SAMN34576054.contig00217 len=7671
>SAMN34576054.contig00221 len=7371
>SAMN34576054.contig00238 len=6515
>SAMN34576054.contig00243 len=5992
>SAMN34576054.contig00249 len=5799
>SAMN34576054.contig00296 len=4089
>SAMN34576054.contig00297 len=4054
>SAMN34576054.contig00315 len=3616
>SAMN34576054.contig00344 len=2655
>SAMN34576054.contig00355 len=2455
>SAMN34576054.contig00368 len=2202
>SAMN34576054.contig00435 len=1126
>SAMN34576055.contig00005 len=132352
>SAMN34576055.contig00016 len=80350
>SAMN34576055.contig00019 len=76065
>SAMN34576055.contig00033 len=54168
>SAMN34576055.contig00037 len=50720
>SAMN34576055.contig00046 len=44050
>SAMN34576055.contig00050 len=41153
>SAMN34576055.contig00051 len=41073
>SAMN34576055.contig00059 len=36422
>SAMN34576055.contig00061 len=35491
>SAMN34576055.contig00063 len=34437
>SAMN34576055.contig00077 len=29733
>SAMN34576055.contig00082 len=27651
>SAMN34576055.contig00085 len=26821
>SAMN34576055.contig00091 len=23673
>SAMN34576055.contig00092 len=23210
>SAMN34576055.contig00094 len=22775
>SAMN34576055.contig00098 len=21924
>SAMN34576055.contig00107 len=20354
>SAMN34576055.contig00115 len=17984
>SAMN34576055.contig00133 len=15491
>SAMN34576055.contig00137 len=14850
>SAMN34576055.contig00138 len=14631
>SAMN34576055.contig00144 len=13399
>SAMN34576055.contig00147 len=12908
>SAMN34576055.contig00149 len=12716
>SAMN34576055.contig00152 len=12334
>SAMN34576055.contig00156 len=11449
>SAMN34576055.contig00170 len=10058
>SAMN34576055.contig00175 len=9587
>SAMN34576055.contig00176 len=9512
>SAMN34576055.contig00181 len=8825
>SAMN34576055.contig00188 len=7974
>SAMN34576055.contig00189 len=7862
>SAMN34576055.contig00191 len=7811
>SAMN34576055.contig00192 len=7701
>SAMN34576055.contig00206 len=6296
>SAMN34576055.contig00211 len=5998
>SAMN34576055.contig00214 len=5824
>SAMN34576055.contig00230 len=4329
>SAMN34576055.contig00232 len=4214
>SAMN34576055.contig00236 len=4118
>SAMN34576055.contig00238 len=4076
>SAMN34576055.contig00241 len=3860
>SAMN34576056.contig00042 len=41650
>SAMN34576056.contig00050 len=35192
>SAMN34576056.contig00059 len=30867
>SAMN34576056.contig00061 len=28867
>SAMN34576056.contig00064 len=27775
>SAMN34576056.contig00071 len=25082
>SAMN34576056.contig00076 len=23580
>SAMN34576056.contig00094 len=17778
>SAMN34576056.contig00096 len=16938
>SAMN34576056.contig00104 len=14688
>SAMN34576056.contig00105 len=14646
>SAMN34576056.contig00133 len=7861
>SAMN34576056.contig00150 len=5990
>SAMN34576057.contig00027 len=65704
>SAMN34576057.contig00037 len=52071
>SAMN34576057.contig00060 len=34867
>SAMN34576057.contig00062 len=33890
>SAMN34576057.contig00070 len=31227
>SAMN34576057.contig00071 len=31214
>SAMN34576057.contig00074 len=28337
>SAMN34576057.contig00083 len=23351
>SAMN34576057.contig00108 len=14659
>SAMN34576057.contig00110 len=14538
>SAMN34576057.contig00112 len=14149
>SAMN34576057.contig00122 len=12652
>SAMN34576057.contig00134 len=9742
>SAMN34576057.contig00148 len=7859
>SAMN34576057.contig00149 len=7722
>SAMN34576057.contig00162 len=6259
>SAMN34576057.contig00187 len=3877
>SAMN34576057.contig00207 len=2790
>SAMN34576058.contig00012 len=110275
>SAMN34576058.contig00026 len=62932
>SAMN34576058.contig00030 len=57283
>SAMN34576058.contig00038 len=52091
>SAMN34576058.contig00061 len=35431
>SAMN34576058.contig00063 len=34403
>SAMN34576058.contig00068 len=31107
>SAMN34576058.contig00078 len=25892
>SAMN34576058.contig00080 len=23838
>SAMN34576058.contig00082 len=23133
>SAMN34576058.contig00084 len=21865
>SAMN34576058.contig00099 len=16994
>SAMN34576058.contig00110 len=14645
>SAMN34576058.contig00114 len=14010
>SAMN34576058.contig00143 len=8022
>SAMN34576058.contig00145 len=7854
>SAMN34576058.contig00147 len=7747
>SAMN34576058.contig00151 len=7177
>SAMN34576058.contig00158 len=6256
>SAMN34576058.contig00180 len=3479
>SAMN34576058.contig00213 len=1675
>SAMN34576058.contig00279 len=285
>SAMN34576058.contig00280 len=285
>SAMN34576059.contig00014 len=47854
>SAMN34576059.contig00055 len=23778
>SAMN34576059.contig00071 len=20291
>SAMN34576059.contig00128 len=13838
>SAMN34576059.contig00129 len=13809
>SAMN34576059.contig00160 len=12058
>SAMN34576059.contig00162 len=11834
>SAMN34576059.contig00163 len=11830
>SAMN34576059.contig00208 len=9201
>SAMN34576059.contig00223 len=8698
>SAMN34576059.contig00226 len=8642
>SAMN34576059.contig00235 len=8399
>SAMN34576059.contig00239 len=8218
