sample_accession	run_accession	assembly_accession	assembly_seqkit_sum	asm_pipe_filter	asm_fasta_on_osf	dataset	scientific_name	sylph_species_pre_202505	in_hq_pre_202505	sylph_species	sylph_filter	hq_filter	osf_tarball_filename	osf_tarball_url	aws_url	comments
SAMN34576095	SRR24707215	ERZ26490083	seqkit.v0.1_DLS_k0_f2a87d767d3aee3b11841986b5fbad04	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576095.fa.gz	
SAMN34576096	SRR24707214	ERZ26490087	seqkit.v0.1_DLS_k0_3b19141f1b46ad5444eb577cce971e68	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576096.fa.gz	
SAMN34576098	SRR24707213	ERZ26490092	seqkit.v0.1_DLS_k0_e0f3862526e0b7e83d074aefa7fc9d33	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576098.fa.gz	
SAMN34576099	SRR24707212	ERZ26490098	seqkit.v0.1_DLS_k0_4b111eaef458dd4f12afaabc9622fa32	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576099.fa.gz	
SAMN34576100	SRR24707211	ERZ26490102	seqkit.v0.1_DLS_k0_b08b3f6330362cac6258097199e072b2	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576100.fa.gz	
SAMN34576101	SRR24707210	ERZ26490107	seqkit.v0.1_DLS_k0_b819a795d43167696efacf8dedb6828e	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576101.fa.gz	
SAMN34576102	SRR24707209	ERZ26490113	seqkit.v0.1_DLS_k0_11072ebb7f1d9ef0324066310c9f442b	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576102.fa.gz	
SAMN34576103	SRR24707208	ERZ26490118	seqkit.v0.1_DLS_k0_54512e8dad9b6673b7b9db74d39789d5	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576103.fa.gz	
SAMN34576104	SRR24707207	ERZ26490122	seqkit.v0.1_DLS_k0_1401a720cc163c0e29ed133522d4ff66	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576104.fa.gz	
SAMN34576105	SRR24707206	ERZ26490127	seqkit.v0.1_DLS_k0_69a6594ff26390fe82ae23480fe3f883	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576105.fa.gz	
SAMN34576106	SRR24707204	ERZ26490131	seqkit.v0.1_DLS_k0_19c28c0d57ffed4217389e1190589d24	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576106.fa.gz	
SAMN34576107	SRR24707203	ERZ26490136	seqkit.v0.1_DLS_k0_2f6aa53079332b76e9cc63325fe80687	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576107.fa.gz	
SAMN34576108	SRR24707139	ERZ26490141	seqkit.v0.1_DLS_k0_4568d16ce1acfad54d960b4eff951749	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576108.fa.gz	
SAMN34576109	SRR24707138	ERZ26490146	seqkit.v0.1_DLS_k0_1554a33554f1f2e16ecf0aadd25696b2	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576109.fa.gz	
SAMN34576110	SRR24707137	ERZ26490151	seqkit.v0.1_DLS_k0_9e7a47b240d8204181cf9498544978f7	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576110.fa.gz	
SAMN34576112	SRR24707136	ERZ26490156	seqkit.v0.1_DLS_k0_f756cf1bd68a2a3a73c3059cff26c99e	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576112.fa.gz	
SAMN34576113	SRR24707135	ERZ26490162	seqkit.v0.1_DLS_k0_9e71e4063aa67987d9ae6b1d3d2061ff	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576113.fa.gz	
SAMN34576114	SRR24707134	ERZ26490167	seqkit.v0.1_DLS_k0_19e46f933fd7f2407cb46d74bcc6a5d4	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576114.fa.gz	
SAMN34576115	SRR24707133	ERZ26490172	seqkit.v0.1_DLS_k0_1adf1236f9c1b230b21151ea8cf73df5	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576115.fa.gz	
SAMN34576116	SRR24707132	ERZ26490176	seqkit.v0.1_DLS_k0_04cd8d397ba2a28488af53dd89005ee3	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576116.fa.gz	
SAMN34576117	SRR24707130	ERZ26490181	seqkit.v0.1_DLS_k0_1530530dfb01ca8c35e80aab37cb103f	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576117.fa.gz	
SAMN34576118	SRR24707129	ERZ26490186	seqkit.v0.1_DLS_k0_b9555dd47e9426f0432224a1b42b2f46	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576118.fa.gz	
SAMN34576119	SRR24707128	ERZ26490191	seqkit.v0.1_DLS_k0_700f1c0c209e369472bca77ef1b48b11	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576119.fa.gz	
SAMN34576120	SRR24707127	ERZ26490195	seqkit.v0.1_DLS_k0_b273975dd055493e704c3d6ce203ea4d	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576120.fa.gz	
SAMN34576121	SRR24707126	ERZ26490200	seqkit.v0.1_DLS_k0_d342bd0e42cf8866b3080eda4955047e	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576121.fa.gz	
SAMN34576122	SRR24707125	ERZ26490204	seqkit.v0.1_DLS_k0_5f3571c531d05e36c63781af91032a3c	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576122.fa.gz	
SAMN34576123	SRR24707124	ERZ26490208	seqkit.v0.1_DLS_k0_af42fa9f76d136500f3a4e4485339ca6	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576123.fa.gz	
SAMN34576124	SRR24707123	ERZ26490213	seqkit.v0.1_DLS_k0_c3f56ccc050db31ec42828153c1a6415	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576124.fa.gz	
SAMN34576125	SRR24707122	ERZ26490218	seqkit.v0.1_DLS_k0_313f87eab56e51f84113a0533d276e3f	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576125.fa.gz	
SAMN34576126	SRR24707121	ERZ26490224	seqkit.v0.1_DLS_k0_a7c9f201a6b136f2fbc921fdc74e6a5d	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576126.fa.gz	
SAMN34576127	SRR24707119	ERZ26490229	seqkit.v0.1_DLS_k0_cc675a575c9642e7c0a14122b1a12ea7	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576127.fa.gz	
SAMN34576128	SRR24707118	ERZ26490233	seqkit.v0.1_DLS_k0_762454dfea84a3d655d7a1b7b0be510c	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576128.fa.gz	
SAMN34576129	SRR24707117	ERZ26490237	seqkit.v0.1_DLS_k0_ac73bcfe640198cdc2e29d14f4c4e493	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576129.fa.gz	
SAMN34576130	SRR24707116	ERZ26490242	seqkit.v0.1_DLS_k0_b832ebd03914b45b7ac46e852a9262e8	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576130.fa.gz	
SAMN34576131	SRR24707115	ERZ26490248	seqkit.v0.1_DLS_k0_eff8c0631a615805d30ea94ecaca2a38	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576131.fa.gz	
SAMN34576132	SRR24707114	ERZ26490251	seqkit.v0.1_DLS_k0_de03cc4a510a45464cce05d524b4d36a	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576132.fa.gz	
SAMN34576133	SRR24707113	ERZ26490257	seqkit.v0.1_DLS_k0_135e85a6301daa9ff9b166843e2774b6	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576133.fa.gz	
SAMN34576134	SRR24707112	ERZ26490262	seqkit.v0.1_DLS_k0_0ae7a7fd1b05e140ca6ba475511b236b	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576134.fa.gz	
SAMN34576135	SRR24707083	ERZ26490267	seqkit.v0.1_DLS_k0_4abe61f8dbd73f8256b4b845488a8c04	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576135.fa.gz	
SAMN34576136	SRR24707082	ERZ26490272	seqkit.v0.1_DLS_k0_08db62b723f4cc05074e0d3e0f97cf82	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576136.fa.gz	
SAMN34576137	SRR24707080	ERZ26490277	seqkit.v0.1_DLS_k0_112d79ce7b64652d1fabb279ceebccc2	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576137.fa.gz	
SAMN34576138	SRR24707079	ERZ26490282	seqkit.v0.1_DLS_k0_adaefcc1293e5f5fd33c153acb331ced	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576138.fa.gz	
SAMN34576139	SRR24707078	ERZ26490287	seqkit.v0.1_DLS_k0_9102a409a0fef4ce66c4061c31ec2df2	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576139.fa.gz	
SAMN34576140	SRR24707077	ERZ26490292	seqkit.v0.1_DLS_k0_12f268839a148284db1fbfc95b0557de	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576140.fa.gz	
SAMN34576141	SRR24707076	ERZ26490296	seqkit.v0.1_DLS_k0_9eaf9713903d7acae005244d9160032d	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576141.fa.gz	
SAMN34576142	SRR24707075	ERZ26490302	seqkit.v0.1_DLS_k0_1032a5bd58bb683718039d6ba58f6070	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576142.fa.gz	
SAMN34576143	SRR24707074	ERZ26490307	seqkit.v0.1_DLS_k0_b497d8eca8880aaf0dc873e227a3252b	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576143.fa.gz	
SAMN34576144	SRR24707073	ERZ26490312	seqkit.v0.1_DLS_k0_fe00ffa95bcc3542235da3228ef36056	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576144.fa.gz	
SAMN34576145	SRR24707072	ERZ26490316	seqkit.v0.1_DLS_k0_0fb0fe1da6f1a6d9f56affd237cac096	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576145.fa.gz	
SAMN34576146	SRR24707071	ERZ26490319	seqkit.v0.1_DLS_k0_e481cff8222e42cffade0534f51f2d34	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576146.fa.gz	
SAMN34576147	SRR24707069	ERZ26490324	seqkit.v0.1_DLS_k0_73a36b22398431d39bee692014b7bc9c	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576147.fa.gz	
SAMN34576148	SRR24707068	ERZ26490329	seqkit.v0.1_DLS_k0_0af717463a0d4a47cc795dd152e33637	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576148.fa.gz	
SAMN34576149	SRR24707067	ERZ26490335	seqkit.v0.1_DLS_k0_8e5abce3eaf596dd5f0102a562cedc17	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576149.fa.gz	
SAMN34576150	SRR24707066	ERZ26490340	seqkit.v0.1_DLS_k0_ba66a176fab931cb59501e536dc5b037	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576150.fa.gz	
SAMN34576151	SRR24707065	ERZ26490345	seqkit.v0.1_DLS_k0_fdb02e7dfec980e783e37634baf4f3f0	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576151.fa.gz	
SAMN34576152	SRR24707064	ERZ26490351	seqkit.v0.1_DLS_k0_0bce863e2f6f8942f97f0d51be5fd807	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576152.fa.gz	
SAMN34576153	SRR24707063	ERZ26490356	seqkit.v0.1_DLS_k0_b5bada62c20ec09b71081cda73a8d658	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576153.fa.gz	
SAMN34576154	SRR24707062	ERZ26490360	seqkit.v0.1_DLS_k0_525339ff8f0c2a1fec8cccd301cb81be	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576154.fa.gz	
SAMN34576155	SRR24707061	ERZ26490364	seqkit.v0.1_DLS_k0_b27e2cf7f540e3760e5a23fe6b2ad7e7	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576155.fa.gz	
